2607,榮運
2608,嘉里大榮
2609,陽明
2610,華航
2611,志信
2612,中航
2613,中櫃
2614,東森
2615,萬海
2616,山隆
2617,台航
2618,長榮航
2630,亞航
2633,台灣高鐵
2634,漢翔
2636,台驊投控
2637,慧洋-KY
2640,大車隊
2641,正德
2642,宅配通
2643,捷迅
2701,萬企
2702,華園
2704,國賓
2705,六福
2706,第一店
2707,晶華
2712,遠雄來
2718,晶悅
2719,燦星旅
2722,夏都
2723,美食-KY
2724,富驛-KY
2726,雅茗-KY
2727,王品
2729,瓦城
2731,雄獅
2732,六角
2734,易飛網
2736,高野
2739,寒舍
2740,天蔥
2743,山富
2745,五福
2748,雲品
2752,豆府
2753,八方雲集
2754,亞洲藏壽司
2755,揚秦
2801,彰銀
2809,京城銀
2812,台中銀
2816,旺旺保
2820,華票
2823,中壽
2832,台產
2834,臺企銀
2836,高雄銀
2837,凱基銀
2838,聯邦銀
2841,台開
2845,遠東銀
2849,安泰銀
2850,新產
2851,中再保
2852,第一保
2855,統一證
2867,三商壽
2880,華南金
2881,富邦金
2882,國泰金
2883,開發金
2884,玉山金
2885,元大金
2886,兆豐金
2887,台新金
2888,新光金
2889,國票金
2890,永豐金
2891,中信金
2892,第一金
2897,王道銀行
2901,欣欣
2903,遠百
2904,匯僑
2905,三商
2906,高林
2908,特力
2910,統領
2911,麗嬰房
2912,統一超
2913,農林
2915,潤泰全
2916,滿心
2923,鼎固-KY
2924,東凌-KY
2926,誠品生活
2928,紅馬-KY
2929,淘帝-KY
2936,客思達-KY
2937,集雅社
2939,凱羿-KY
2947,振宇五金
3002,歐格
3003,健和興
3004,豐達科
3005,神基
3006,晶豪科
3008,大立光
3010,華立
3011,今皓
3013,晟銘電
3014,聯陽
3015,全漢
3016,嘉晶
3017,奇鋐
3018,同開
3019,亞光
3021,鴻名
3022,威強電
3023,信邦
3024,憶聲
3025,星通
3026,禾伸堂
3027,盛達
3028,增你強
3029,零壹
3030,德律
3031,佰鴻
3032,偉訓
3033,威健
3034,聯詠
3035,智原
3036,文曄
3037,欣興
3038,全台
3040,遠見
3041,揚智
3042,晶技
3043,科風
3044,健鼎
3045,台灣大
3046,建碁
3047,訊舟
3048,益登
3049,和鑫
3050,鈺德
3051,力特
3052,夆典
3054,立萬利
3055,蔚華科
3056,總太
3057,喬鼎
3058,立德
3059,華晶科
3060,銘異
3062,建漢
3064,泰偉
3066,李洲
3067,全域
3071,協禧
3073,天方能源
3078,僑威
3081,聯亞
3083,網龍
3085,新零售
3086,華義
3088,艾訊
3089,億杰
3090,日電貿
3092,鴻碩
3093,港建
3094,聯傑
3095,及成
3105,穩懋
3114,好德
3115,寶島極
3118,進階
3122,笙泉
3128,昇銳
3130,一零四
3131,弘塑
3138,耀登
3141,晶宏
3144,新揚科
3147,大綜
3149,正達
3152,璟德
3162,精確
3163,波若威
3164,景岳
3167,大量
3169,亞信
3171,新洲
3176,基亞
3178,公準
3188,鑫龍騰
3189,景碩
3191,和進
3202,樺晟
3205,佰研
3206,志豐
3207,耀勝
3209,全科
3211,順達
3213,茂訊
3217,優群
3218,大學光
3219,倚強科
3221,台嘉碩
3224,三顧
3226,至寶電
3227,原相
3228,金麗科
3229,晟鈦
3230,錦明
3231,緯創
3232,昱捷
3234,光環
3236,千如
3252,海灣
3257,虹冠電
3259,鑫創
3260,威剛
3264,欣銓
3265,台星科
3266,昇陽
3268,海德威
3272,東碩
3276,宇環
3284,太普高
3285,微端
3287,廣寰科
3288,點晶
3289,宜特
3290,東浦
3293,鈊象
3294,英濟
3296,勝德
3297,杭特
3303,岱稜
3305,昇貿
3306,鼎天
3308,聯德
3310,佳穎
3311,閎暉
3312,弘憶股
3313,斐成
3317,尼克森
3321,同泰
3322,建舜電
3323,加百裕
3324,雙鴻
3325,旭品
3332,幸康
3338,泰碩
3339,泰谷
3346,麗清
3354,律勝
3356,奇偶
3357,臺慶科
3360,尚立
3362,先進光
3363,上詮
3372,典範
3373,熱映
3374,精材
3376,新日興
3379,彬台
3380,明泰
3383,新世紀
3388,崇越電
3390,旭軟
3402,漢科
3406,玉晶光
3413,京鼎
3416,融程電
3419,譁裕
3426,台興
3432,台端
3434,哲固
3437,榮創
3438,類比科
3441,聯一光
3443,創意
3444,利機
3450,聯鈞
3454,晶睿
3455,由田
3465,進泰電子
3466,致振
3479,安勤
3481,群創
3483,力致
3484,崧騰
3489,森寶
3490,單井
3491,昇達科
3492,長盛
3494,誠研
3498,陽程
3499,環天科
3501,維熹
3504,揚明光
3508,位速
3511,矽瑪
3512,皇龍
3515,華擎
3516,亞帝歐
3518,柏騰
3520,華盈
3521,鴻翊
3522,御頂
3523,迎輝
3526,凡甲
3527,聚積
3528,安馳
3529,力旺
3530,晶相光
3531,先益
3532,台勝科
3533,嘉澤
3535,晶彩科
3536,誠創
3537,堡達
3540,曜越
3541,西柏
3543,州巧
3545,敦泰
3546,宇峻
3548,兆利
3550,聯穎
3551,世禾
3552,同致
3555,重鵬
3556,禾瑞亞
3557,嘉威
3558,神準
3563,牧德
3564,其陽
3567,逸昌
3570,大塚
3576,聯合再生
3577,泓格
3580,友威科
3581,博磊
3583,辛耘
3587,閎康
3588,通嘉
3591,艾笛森
3593,力銘
3594,磐儀
3596,智易
3597,映興
3605,宏致
3607,谷崧
3609,三一東林
3611,鼎翰
3615,安可
3617,碩天
3622,洋華
3623,富晶通
3624,光頡
3625,西勝
3628,盈正
3629,地心引力
3630,新鉅科
3631,晟楠
3632,研勤
3642,駿熠電
3645,達邁
3646,艾恩特
3652,精聯
3653,健策
3661,世芯-KY
3663,鑫科
3664,安瑞-KY
3665,貿聯-KY
3666,光耀
3669,圓展
3672,康聯訊
3673,TPK-KY
3675,德微
3679,新至陞
3680,家登
3682,亞太電
3684,榮昌
3685,元創精密
3686,達能
3687,歐買尬
3689,湧德
3691,碩禾
3693,營邦
3694,海華
3701,大眾控
3702,大聯大
3703,欣陸
3704,合勤控
3705,永信
3706,神達
3707,漢磊
3708,上緯投控
3709,鑫聯大投控
3710,連展投控
3711,日月光投控
3712,永崴投控
3713,新晶投控
3714,富采
4102,永日
4104,佳醫
4105,東洋
4106,雃博
4107,邦特
4108,懷特
4109,加捷生醫
4111,濟生
4113,聯上
4114,健喬
4116,明基醫
4119,旭富
4120,友華
4121,優盛
4123,晟德
4126,太醫
4127,天良
4128,中天
4129,聯合
4130,健亞
4131,晶宇
4133,亞諾法
4137,麗豐-KY
4138,曜亞
4139,馬光-KY
4141,龍燈-KY
4142,國光生
4147,中裕
4148,全宇生技-KY
4152,台微體
4153,鈺緯
4154,康樂-KY
4155,訊映
4157,太景*-KY
4160,創源
4161,聿新科
4162,智擎
4163,鐿鈦
4164,承業醫
4167,松瑞藥
4168,醣聯
4171,瑞基
4173,久裕
4174,浩鼎
4175,杏一
4183,福永生技
4188,安克
4190,佐登-KY
4192,杏國
4198,欣大健康
4205,中華食
4207,環泰
4303,信立
4304,勝昱
4305,世坤
4306,炎洲
4401,東隆興
4402,福大
4406,新昕纖
4413,飛寶企業
4414,如興
4416,三圓
4417,金洲
4419,元勝
4420,光明
4426,利勤
4429,聚紡
4430,耀億
4432,銘旺實
4433,興采
4438,廣越
4439,冠星-KY
4502,健信
4503,金雨
4506,崇友
4510,高鋒
4513,福裕
4523,永彰
4526,東台
4527,方土霖
4528,江興鍛
4529,淳紳
4530,宏易
4532,瑞智
4533,協易機
4534,慶騰
4535,至興
4536,拓凱
4538,大詠城
4540,全球傳動
4541,晟田
4542,科嶠
4543,萬在
4545,銘鈺
4549,桓達
4550,長佳
4551,智伸科
4552,力達-KY
4554,橙的
4555,氣立
4556,旭然
4557,永新-KY
4560,強信-KY
4561,健椿
4562,穎漢
4563,百德
4564,元翎
4566,時碩工業
4568,科際精密
4571,鈞興-KY
4572,駐龍
4576,大銀微系統
4580,捷流閥業
4581,光隆精密-KY
4609,唐鋒
4702,中美實
4706,大恭
4707,磐亞
4711,永純
4712,南璋
4714,永捷
4716,大立
4720,德淵
4721,美琪瑪
4722,國精化
4726,永昕
4728,雙美
4729,熒茂
4735,豪展
4736,泰博
4737,華廣
4739,康普
4741,泓瀚
4743,合一
4744,皇將
4745,合富-KY
4746,台耀
4747,強生
4754,國碳科
4755,三福化
4760,勤凱
4763,材料-KY
4764,雙鍵
4766,南寶
4767,誠泰科技
4803,VHQ-KY
4804,大略-KY
4806,昇華
4807,日成-KY
4903,聯光通
4904,遠傳
4905,台聯電
4906,正文
4907,富宇
4908,前鼎
4909,新復興
4911,德英
4912,聯德控股-KY
4915,致伸
4916,事欣科
4919,新唐
4924,欣厚-KY
4927,泰鼎-KY
4930,燦星網
4931,新盛力
4933,友輝
4934,太極
4935,茂林-KY
4938,和碩
4939,亞電
4942,嘉彰
4943,康控-KY
4944,兆遠
4945,陞達科技
4946,辣椒
4950,牧東
4952,凌通
4953,緯軟
4956,光鋐
4958,臻鼎-KY
4960,誠美材
4961,天鈺
4966,譜瑞-KY
4967,十銓
4968,立積
4971,IET-KY
4972,湯石照明
4973,廣穎
4974,亞泰
4976,佳凌
4977,眾達-KY
4979,華星光
4987,科誠
4989,榮科
4991,環宇-KY
4994,傳奇
4995,晶達
4999,鑫禾
5007,三星
5009,榮剛
5011,久陽
5013,強新
5014,建錩
5015,華祺
5016,松和
5102,富強
5201,凱衛
5202,力新
5203,訊連
5205,中茂
5206,坤悅
5209,新鼎
5210,寶碩
5211,蒙恬
5212,凌網
5213,亞昕
5215,科嘉-KY
5220,萬達光電
5223,安力-KY
5225,東科-KY
5227,立凱-KY
5230,雷笛克光學
5234,達興材料
5236,凌陽創新
5243,乙盛-KY
5245,智晶
5251,天鉞電
5258,虹堡
5263,智崴
5269,祥碩
5272,笙科
5274,信驊
5276,達輝-KY
5278,尚凡
5281,大峽谷-KY
5283,禾聯碩
5284,jpp-KY
5285,界霖
5287,數字
5288,豐祥-KY
5289,宜鼎
5291,邑昇
5299,杰力
5301,寶得利
5302,太欣
5306,桂盟
5309,系統電
5310,天剛
5312,寶島科
5314,世紀
5315,光聯
5321,美而快
5324,士開
5328,華容
5340,建榮
5344,立衛
5345,天揚
5347,世界
5348,系通
5351,鈺創
5353,台林
5355,佳總
5356,協益
5364,力麗店
5371,中光電
5381,合正
5383,金利
5386,青雲
5388,中磊
5392,能率
5398,慕康生醫
5403,中菲
5410,國眾
5425,台半
5426,振發
5432,新門
5434,崇越
5438,東友
5439,高技
5443,均豪
5450,南良
5452,佶優
5455,昇益
5457,宣德
5460,同協
5464,霖宏
5465,富驊
5468,凱鈺
5469,瀚宇博
5471,松翰
5474,聰泰
5475,德宏
5478,智冠
5481,新華
5483,中美晶
5484,慧友
5487,通泰
5488,松普
5489,彩富
5490,同亨
5493,三聯
5498,凱崴
5508,永信建
5511,德昌
5512,力麒
5514,三豐
5515,建國
5516,雙喜
5519,隆大
5520,力泰
5521,工信
5522,遠雄
5523,豐謙
5525,順天
5529,鉅陞
5530,龍巖
5531,鄉林
5533,皇鼎
5534,長虹
5536,聖暉
5538,東明-KY
5543,桓鼎-KY
5546,永固-KY
5566	個股update測試
5601,台聯櫃
5603,陸海
5604,中連貨
5607,遠雄港
5608,四維航
5609,中菲行
5701,劍湖山
5703,亞都
5704,老爺知
5706,鳳凰
5801,第一金投
5820,日盛金
5864,致和證
5871,中租-KY
5876,上海商銀
5878,台名
5880,合庫金
5902,德記
5903,全家
5904,寶雅
5905,南仁湖
5906,台南-KY
5907,大洋-KY
6005,群益證
6015,宏遠證
6016,康和證
6020,大展證
6021,大慶證
6023,元大期
6024,群益期
6026,福邦證
6101,寬魚國際
6103,合邦
6104,創惟
6108,競國
6109,亞元
6111,大宇資
6112,聚碩
6113,亞矽
6114,久威
6115,鎰勝
6116,彩晶
6117,迎廣
6118,建達
6120,達運
6121,新普
6122,擎邦
6123,上奇
6124,業強
6125,廣運
6126,信音
6127,九豪
6128,上福
6129,普誠
6130,星寶國際
6133,金橋
6134,萬旭
6136,富爾特
6138,茂達
6139,亞翔
6140,訊達
6141,柏承
6142,友勁
6143,振曜
6144,得利影
6146,耕興
6147,頎邦
6148,驊宏資
6150,撼訊
6151,晉倫
6152,百一
6153,嘉聯益
6154,順發
6155,鈞寶
6156,松上
6158,禾昌
6160,欣技
6161,捷波
6163,華電網
6164,華興
6165,浪凡
6166,凌華
6167,久正
6168,宏齊
6169,昱泉
6170,統振
6171,亞銳士
6172,互億
6173,信昌電
6174,安碁
6175,立敦
6176,瑞儀
6177,達麗
6179,亞通
6180,橘子
6182,合晶
6183,關貿
6184,大豐電
6185,幃翔
6186,新潤
6187,萬潤
6188,廣明
6189,豐藝
6190,萬泰科
6191,精成科
6192,巨路
6194,育富
6195,詩肯
6196,帆宣
6197,佳必琪
6198,凌泰
6199,天品
6201,亞弘電
6202,盛群
6203,海韻電
6204,艾華
6205,詮欣
6206,飛捷
6207,雷科
6208,日揚
6209,今國光
6210,慶生
6212,理銘
6213,聯茂
6214,精誠
6215,和椿
6216,居易
6217,中探針
6218,豪勉
6219,富旺
6220,岳豐
6221,晉泰
6222,上揚
6223,旺矽
6224,聚鼎
6225,天瀚
6226,光鼎
6227,茂綸
6228,全譜
6229,研通
6230,尼得科超眾
6231,系微
6233,旺玖
6234,高僑
6235,華孚
6236,康呈
6237,驊訊
6239,力成
6240,松崗
6241,易通展
6242,立康
6243,迅杰
6244,茂迪
6245,立端
6246,臺龍
6247,淇譽電
6248,沛波
6251,定穎
6257,矽格
6259,百徽
6261,久元
6263,普萊德
6264,富裔
6265,方土昶
6266,泰詠
6269,台郡
6270,倍微
6271,同欣電
6274,台燿
6275,元山
6276,安鈦克
6277,宏正
6278,台表科
6279,胡連
6281,全國電
6282,康舒
6283,淳安
6284,佳邦
6285,啟碁
6287,元隆
6288,聯嘉
6289,華上
6290,良維
6291,沛亨
6292,迅德
6294,智基
6404,通訊-KY
6405,悅城
6409,旭隼
6411,晶焱
6412,群電
6414,樺漢
6415,矽力-KY
6416,瑞祺電通
6417,韋僑
6418,詠昇
6419,京晨科
6425,易發
6426,統新
6431,光麗-KY
6432,今展科
6435,大中
6438,迅得
6441,廣錠
6442,光聖
6443,元晶
6446,藥華藥
6449,鈺邦
6451,訊芯-KY
6456,GIS-KY
6457,紘康
6461,益得
6462,神盾
6464,台數科
6465,威潤
6469,大樹
6470,宇智
6472,保瑞
6477,安集
6482,弘煜科
6485,點序
6486,互動
6488,環球晶
6491,晶碩
6492,生華科
6494,九齊
6496,科懋
6499,益安
6504,南六
6505,台塑化
6506,雙邦
6508,惠光
6509,聚和
6510,精測
6512,啟發電
6514,芮特-KY
6515,穎崴
6516,勤崴國際
6523,達爾膚
6525,捷敏-KY
6527,明達醫
6530,創威
6531,愛普
6532,瑞耘
6533,晶心科
6535,順藥
6538,倉和
6541,泰福-KY
6542,隆中
6547,高端疫苗
6548,長科*
6552,易華電
6556,勝品
6558,興能高
6560,欣普羅
6561,是方
6568,宏觀
6569,醫揚
6570,維田
6573,虹揚-KY
6574,霈方
6576,逸達
6577,勁豐
6578,達邦蛋白
6579,研揚
6581,鋼聯
6582,申豐
6588,東典光電
6589,台康生技
6590,普鴻
6591,動力-KY
6592,和潤企業
6593,台灣銘板
6594,展匯科
6596,寬宏藝術
6598,ABC-KY
6603,富強鑫
6605,帝寶
6609,瀧澤科
6612,奈米醫材
6613,朋億
6615,慧智
6616,特昇-KY
6624,萬年清
6625,必應
6629,泰金-KY
6640,均華
6641,基士德-KY
6642,富致
6643,M31
6649,台生材
6651,全宇昕
6654,天正國際
6655,科定
6661,威健生技
6662,樂斯科
6664,群翊
6666,羅麗芬-KY
6667,信紘科
6668,中揚光
6669,緯穎
6670,復盛應用
6671,三能-KY
6672,騰輝電子-KY
6674,鋐寶科技
6679,鈺太
6680,鑫創電子
6683,雍智科技
6684,安格
6690,安碁資訊
6697,東捷資訊
6698,旭暉應材
6703,軒郁
6706,惠特
6712,長聖
6715,嘉基
6716,應廣
6727,亞泰金屬
6728,上洋
6732,昇佳電子
6733,博晟生醫
6741,91APP*-KY
6743,安普新
6747,亨泰光
6751,智聯服務
6752,叡揚
6754,匯僑設計
6756,威鋒電子
6762,達亞
6767,台微醫
6768,志強-KY
6776,展碁國際
6781,AES-KY
6788,華景電
6790,永豐實
6803,崑鼎
7402,邑錡
7556,意德士
8011,台通
8016,矽創
8021,尖點
8024,佑華
8027,鈦昇
8028,昇陽半導體
8032,光菱
8033,雷虎
8034,榮群
8038,長園科
8039,台虹
8040,九暘
8042,金山電
8043,蜜望實
8044,網家
8046,南電
8047,星雲
8048,德勝
8049,晶采
8050,廣積
8054,安國
8059,凱碩
8064,東捷
8066,來思達
8067,志旭
8068,全達
8069,元太
8070,長華*
8071,能率網通
8072,陞泰
8074,鉅橡
8076,伍豐
8077,洛碁
8080,永利聯合
8081,致新
8083,瑞穎
8084,巨虹
8085,福華
8086,宏捷科
8087,華鎂鑫
8088,品安
8089,康全電訊
8091,翔名
8092,建暐
8093,保銳
8096,擎亞
8097,常珵
8099,大世科
8101,華冠
8103,瀚荃
8104,錸寶
8105,凌巨
8107,大億金茂
8109,博大
8110,華東
8111,立碁
8112,至上
8114,振樺電
8121,越峰
8131,福懋科
8147,正淩
8150,南茂
8155,博智
8163,達方
8171,天宇
8176,智捷
8182,加高
8183,精星
8201,無敵
8210,勤誠
8213,志超
8215,明基材
8222,寶一
8234,新漢
8240,華宏
8249,菱光
8255,朋程
8261,富鼎
8271,宇瞻
8277,商丞
8279,生展
8284,三竹
8289,泰藝
8291,尚茂
8299,群聯
8341,日友
8342,益張
8349,恒耀
8354,冠好
8358,金居
8367,建新國際
8374,羅昇
8383,千附
8390,金益鼎
8401,白紗科
8403,盛弘
8404,百和興業-KY
8406,金可-KY
8409,商之器
8410,森田
8411,福貞-KY
8415,大國鋼
8416,實威
8418,捷必勝-KY
8420,明揚
8421,旭源
8422,可寧衛
8423,保綠-KY
8424,惠普
8426,紅木-KY
8427,基勝-KY
8429,金麗-KY
8431,匯鑽科
8432,東生華
8433,弘帆
8435,鉅邁
8436,大江
8437,大地-KY
8440,綠電
8442,威宏-KY
8443,阿瘦
8444,綠河-KY
8446,華研
8450,霹靂
8454,富邦媒
8455,大拓-KY
8462,柏文
8463,潤泰材
8464,億豐
8466,美吉吉-KY
8467,波力-KY
8472,夠麻吉
8473,山林水
8476,台境
8477,創業家
8478,東哥遊艇
8480,泰昇-KY
8481,政伸
8482,商億-KY
8488,吉源-KY
8489,三貝德
8499,鼎炫-KY
8905,裕國
8906,花王
8908,欣雄
8916,光隆
8917,欣泰
8921,沈氏
8923,時報
8924,大田
8926,台汽電
8927,北基
8928,鉅明
8929,富堡
8930,青鋼
8931,大汽電
8932,宏大
8933,愛地雅
8935,邦泰
8936,國統
8937,合騏
8938,明安
8940,新天地
8941,關中
8942,森鉅
8996,高力
9802,鈺齊-KY
9902,台火
9904,寶成
9905,大華
9906,欣巴巴
9907,統一實
9908,大台北
9910,豐泰
9911,櫻花
9912,偉聯
9914,美利達
9917,中保科
9918,欣天然
9919,康那香
9921,巨大
9924,福興
9925,新保
9926,新海
9927,泰銘
9928,中視
9929,秋雨
9930,中聯資源
9931,欣高
9933,中鼎
9934,成霖
9935,慶豐富
9937,全國
9938,百和
9939,宏全
9940,信義
9941,裕融
9942,茂順
9943,好樂迪
9944,新麗
9945,潤泰新
9946,三發地產
9949,琉園
9950,萬國通
9951,皇田
9955,佳龍
9958,世紀鋼
9960,邁達康
9962,有益
0050,元大台灣50
0051,元大中型100
0052,富邦科技
0053,元大電子
0054,元大台商50
0055,元大MSCI金融
0056,元大高股息
0057,富邦摩台
0061,元大寶滬深
006201,元大富櫃50
006202,寶富盈
006203,元大MSCI台灣
006204,永豐臺灣加權
006205,富邦上証
006206,元大上證50
006207,FH滬深
006208,富邦台50
00625K,富邦上証+R
00631L,元大台灣50正2
00632R,元大台灣50反1
00633L,富邦上証正2
00634R,富邦上証反1
00635U,期元大S＆P黃金
00636 ,國泰中國A50
00636K,國泰中國A50+U
00637L,元大滬深300正2
00638R,元大滬深300反1
00639 ,富邦深100
00640L,富邦日本正2
00641R,富邦日本反1
00642U,期元大S＆P石油
00643 ,群益深証中小
00643K,群益深証中小+R
00645 ,富邦日本
00646 ,元大S＆P500
00647L,元大S＆P500正2
00648R,元大S＆P500反1
00650L,FH香港正2
00651R,FH香港反1
00652 ,富邦印度
00653L,富邦印度正2
00654R,富邦印度反1
00655L,國泰中國A50正2
00656R,國泰中國A50反1
00657 ,國泰日經225
00657K,國泰日經225+U
00660 ,元大歐洲50
00661 ,元大日經225
00662 ,富邦NASDAQ
00663L,國泰臺灣加權正2
00664R,國泰臺灣加權反1
00665L,富邦恒生國企正2
00666R,富邦恒生國企反1
00668 ,國泰美國道瓊
00668K,國泰美國道瓊+U
00669R,國泰美國道瓊反1
00670L,富邦NASDAQ正2
00671R,富邦NASDAQ反1
00673R,期元大S＆P原油反1
